id,breed_1,breed_2,breed_3,breed_4
sample_1,0.0000218229669795586,0.00000201613849299357,0.999976160883105,0.0000000000114221531455459
sample_2,0.00000933717888781448,0.0000000527905192225617,0.99999060999486,0.0000000000357332766370834
sample_3,0.000215472077172492,0.0000103903653134457,0.999774137465783,0.0000000000917304851401779
sample_4,0.000103476938511047,0.00000046212411230324,0.999896060697727,0.000000000239649908888194
sample_5,0.0000659393888264481,0.999934021749482,0.0000000388616775191546,0.0000000000000137345819260877
sample_6,0.000000092559485558854,0.0000000000000963325124837843,0.00000000926661831615564,0.9999998981738
sample_7,0.000000263281031668101,0.00000361559392753725,0.999996121124997,0.0000000000000441668218647608
sample_8,0.0000000231928213297671,0.0000000000000230065232257169,0.00000000561676576761716,0.99999997119039
sample_9,0.00000947696681552968,0.999990486817009,0.0000000362161687540195,0.00000000000000628907856047513
sample_10,0.00863426541713859,0.991338144682876,0.000027589895526786,0.00000000000445901189736398
sample_11,0.99999991800177,0.000000013653269605373,0.0000000682466621775177,0.0000000000982980539862139
sample_12,0.0000000130573405236293,0.00000000000000906517102069846,0.00000000120454086203678,0.999999985738109
sample_13,0.0000000395298685974353,0.0000000000000216437496943558,0.00000000214055036236447,0.999999958329559
sample_14,0.00000296334066384558,0.999996986602767,0.0000000500565636670934,0.00000000000000524107892969818
sample_15,0.000696517511999284,0.00245611322047545,0.996847369208391,0.0000000000591340296456375
sample_16,0.00000714529501207213,0.998889591761931,0.001103262942855,0.000000000000202178999836802
sample_17,0.000731074474715519,0.00000127099959834476,0.999267652571818,0.00000000195386818557102
sample_18,0.000153056012733636,0.999846277114619,0.00000066687255736389,0.0000000000000903512515135631
sample_19,0.999992774883884,0.0000000571249692884585,0.00000713883794364742,0.0000000291532030806622
sample_20,0.0000123833943813685,0.999987407297698,0.000000209307904768221,0.0000000000000157035168533858
sample_21,0.0000000218054698405146,0.0000000000000156761540798988,0.00000000284504204499678,0.999999975349472
sample_22,0.999999861481318,0.0000000848087209939892,0.0000000536994107683652,0.0000000000105499672107702
sample_23,0.960781675565357,0.0392063672430136,0.0000119571669584074,0.0000000000246704644320218
sample_24,0.00000101422767070892,0.0000000101522028582831,0.999998975615301,0.00000000000482513625027285
sample_25,0.00000151279239372748,0.999998364640633,0.000000122566968539862,0.00000000000000507756379916678
sample_26,0.000000141497228688041,0.000000107230902626061,0.99999975127181,0.0000000000000585474790051754
sample_27,0.000000628861699177888,0.0000000386431556569899,0.999999332494399,0.000000000000746361968942265
