id,breed_1,breed_2,breed_3,breed_4
sample_1,0.0106398933646786,0.0080598194212303,0.981299715227504,0.000000571986587419699
sample_2,0.00376862815197797,0.00262440581907495,0.993606582309131,0.000000383719816447582
sample_3,0.0184626413494375,0.0163389649569042,0.965197481272229,0.000000912421428971814
sample_4,0.040473988364809,0.0236576156978231,0.935867417715305,0.000000978222062487637
sample_5,0.0137676468749231,0.985216043286856,0.000992914072250366,0.0000233957659705916
sample_6,0.000115437718295124,0.00916792320596713,0.0000364411555523611,0.990680197920186
sample_7,0.00321526416071565,0.0185969968556783,0.978179865072615,0.00000787391099148468
sample_8,0.0000479621185118382,0.00598625420107867,0.0000275099402342083,0.993938273740175
sample_9,0.0184339015297478,0.980026709834829,0.00152999619722014,0.00000939243820297845
sample_10,0.0842986193499075,0.906012155498304,0.00968428301472985,0.00000494213705871607
sample_11,0.994772196049094,0.00368841831140808,0.00153935719184502,0.0000000284476526919944
sample_12,0.0000745422190964132,0.00791098430952507,0.0000422218053211958,0.991972251666057
sample_13,0.000046300553166081,0.00472042752538904,0.0000243959687148687,0.99520887595273
sample_14,0.00741093293399876,0.991384520180912,0.00118038859161928,0.0000241582934702633
sample_15,0.0359536154298432,0.092127110343492,0.871914848323899,0.00000442590276531247
sample_16,0.00743268366250493,0.976242874823537,0.0161143677701497,0.000210073743808817
sample_17,0.00281292308290247,0.00248991997936219,0.994696429077677,0.000000727860058609343
sample_18,0.0500574792812406,0.947227769211695,0.00270959284241653,0.00000515866464747131
sample_19,0.982663881292496,0.00761824404072645,0.0097178005981408,0.0000000740686367636472
sample_20,0.0132243338786949,0.983917630070393,0.00284585826464569,0.0000121777862667886
sample_21,0.0000227714165385759,0.00279855269866918,0.0000116799801423034,0.99716699590465
sample_22,0.992335263753923,0.00623949115066773,0.00142520828291751,0.0000000368124914747691
sample_23,0.466677797353796,0.526423825939398,0.00689647299960971,0.00000190370719652315
sample_24,0.0295935271549389,0.00760113748535979,0.962804839791335,0.000000495568366680565
sample_25,0.00703151355149086,0.991146289074902,0.00179734236010053,0.0000248550135067946
sample_26,0.00140149036971434,0.00325604600011125,0.99534110527151,0.0000013583586646654
sample_27,0.00193928312475742,0.00242693369573079,0.995633298178807,0.000000485000704791089
sample_28,0.971968370034098,0.0110190190749406,0.0170125003629502,0.000000110528010738067
sample_29,0.981626978375448,0.00762906601307614,0.0107438781957676,0.0000000774157084029695
sample_30,0.9905329635722,0.00813645528342451,0.00133053710306225,0.0000000440413131168739
sample_31,0.00908406626756564,0.987089434840316,0.00380317131776632,0.0000233275743516344
sample_32,0.0105283769479997,0.935431831098864,0.0536392915286364,0.000400500424499998
sample_33,0.0316591652102875,0.802529255017475,0.16576389745624,0.0000476823159969265
sample_34,0.00248904053633934,0.00515985820665604,0.992350183347245,0.000000917909759178874
sample_35,0.0000988391649231635,0.00795548837712533,0.0000316487112035468,0.991914023746748
sample_36,0.0000265646887841274,0.00264277041303218,0.0000129337745805131,0.997317731123603
sample_37,0.00433713491945182,0.994617624061671,0.000885149728285462,0.000160091290591595
sample_38,0.819473194993919,0.176928746113791,0.00359739015155766,0.000000668740732038267
sample_39,0.994840489956082,0.00399772877441407,0.00116175386445743,0.0000000274050469149724
sample_40,0.002632510072262,0.00242766607677775,0.994939103928097,0.000000719922863342471
sample_41,0.00140818809766087,0.00268566372443864,0.995905234963631,0.000000913214269080547
sample_42,0.0423411728799554,0.932392166564626,0.0252549011503531,0.0000117594050653335
sample_43,0.0298251966768594,0.00820864733404724,0.961965662588119,0.000000493400974566339
sample_44,0.00851879879763397,0.990565677091675,0.000866226737342467,0.0000492973733488498
sample_45,0.994781593919727,0.00423600939769155,0.000982368385827639,0.0000000282967533262676
sample_46,0.00781060398618298,0.991273686929157,0.000869839245382379,0.0000458698392779087
sample_47,0.895399584669715,0.0812318265128732,0.0233681027974059,0.000000486020006107994
sample_48,0.956862089508709,0.0178202599858067,0.0253174820941005,0.000000168411384421742
sample_49,0.00238939625340988,0.00365400018580758,0.993956001954007,0.000000601606775340689
sample_50,0.0000380203877217802,0.0037204950795906,0.0000191104236544596,0.996222374109033
sample_51,0.00461533092495732,0.0337770692596376,0.961593948451285,0.00001365136411996
sample_52,0.902019945842727,0.0852377477100994,0.0127418798769033,0.000000426570270056373
sample_53,0.0146710457061168,0.00946804978820015,0.975860313281719,0.000000591223964308564
sample_54,0.989853288863717,0.0092468867995211,0.000899774401371426,0.000000049935390439182
sample_55,0.987206900830293,0.0118207246248484,0.000972313754992226,0.0000000607898662201817
sample_56,0.991848571322857,0.00520903739232183,0.00294235171210349,0.0000000395727181011504
sample_57,0.992051710633232,0.00707781336868485,0.000870435897545937,0.0000000401005368787771
sample_58,0.850284346864748,0.146262440189589,0.00345265738051685,0.000000555565146000176
sample_59,0.841637192010992,0.153895049079842,0.00446718162527643,0.000000577283889001856
sample_60,0.00844193868159043,0.990577858460628,0.00086673563334389,0.000113467224437189
sample_61,0.994595573195053,0.00426716690795209,0.00113723179411226,0.0000000281028824708766
sample_62,0.938103685077254,0.0597556619120922,0.00214040761163483,0.00000024539901898821
sample_63,0.994456259235533,0.0037758569226858,0.00176785427545027,0.0000000295663313054867
sample_64,0.0000571630259754358,0.00475882631920825,0.0000192941659586255,0.995164716488858
sample_65,0.965713315416146,0.0132286675609851,0.0210578848081818,0.00000013221468745479
sample_66,0.559293745478389,0.435443257841073,0.00526141466228317,0.00000158201825428961
sample_67,0.010086709907911,0.988942345863043,0.000943865407413127,0.0000270788216332075
sample_68,0.0000910533545111644,0.00718125776612624,0.0000293836074590859,0.992698305271903
sample_69,0.519560226573057,0.475076376079143,0.00536167043799964,0.0000017269097998421
sample_70,0.00977956466879825,0.985288561360076,0.00490728594969198,0.0000245880214335426
sample_71,0.00458332268468137,0.00285168431634163,0.99256461300284,0.000000379996137488633
sample_72,0.993768569900416,0.00507963238617869,0.00115176659695019,0.0000000311164550199157
sample_73,0.00172855100730717,0.00333315886995728,0.994937507751855,0.000000782370880993857
sample_74,0.994754326813093,0.00428517162341043,0.000960472698006973,0.0000000288654896452388
sample_75,0.0148075837507806,0.983489698367465,0.00169234922359584,0.0000103686581590244
sample_76,0.0116457789469761,0.00509564854260098,0.98325816400079,0.000000408509633196705
sample_77,0.00415005259058666,0.00269881670019746,0.993150743978446,0.000000386730769592453
sample_78,0.00443923597650976,0.994521675796335,0.000932340715248286,0.000106747511906688
sample_79,0.985783061215232,0.00699167727712009,0.00722519829221604,0.0000000632154314895158
sample_80,0.936720841949771,0.0197866776663319,0.0434922624234524,0.000000217960444333731
sample_81,0.00427301142670878,0.993285025593118,0.00233200623049802,0.000109956749675652
sample_82,0.944395415187868,0.0465074703003372,0.00909686997811744,0.000000244533677490369
sample_83,0.0296525792229303,0.0548831455568817,0.915461563150773,0.00000271206941483007
sample_84,0.905582009273541,0.0885850049148704,0.00583261717148629,0.000000368640102798568
sample_85,0.0083025463272538,0.990461512828234,0.00121551808807955,0.0000204227564330299
sample_86,0.0263399056132944,0.959793651725555,0.0138532237791562,0.0000132188819947021
sample_87,0.642082007012468,0.353168097416326,0.00474860084711123,0.00000129472409524589
sample_88,0.00850481381756934,0.987892563192636,0.0035775277460001,0.0000250952437943435
sample_89,0.00193055135212605,0.00212822756171158,0.995940708997427,0.000000512088734998507
sample_90,0.0118788787936976,0.00459095777896428,0.983529749980179,0.0000004134471591594
sample_91,0.00329228372994889,0.00244942202685615,0.994257895108851,0.000000399134343530053
sample_92,0.0000224852394706677,0.00269296431186234,0.0000115244976849503,0.997273025950982
sample_93,0.994979537937519,0.00367668492974218,0.00134374903480068,0.0000000280979379568344
sample_94,0.937346606508677,0.0182441492145925,0.0444090343872108,0.000000209889519739412
sample_95,0.00963132815028322,0.00430411977312052,0.986064158358125,0.000000393718471320601
