id,breed_1,breed_2,breed_3,breed_4
sample_1,0.0227508553374938,0.00851997117542296,0.968726941559149,0.0000022319279337009
sample_2,0.0098319698309729,0.00291500835139614,0.987251735355494,0.00000128646213719439
sample_3,0.0475646274678159,0.0180742536913344,0.934357548461646,0.00000357037920353844
sample_4,0.0337977791698675,0.00754427304476916,0.958655991898551,0.00000195588681189256
sample_5,0.0144844971695078,0.984363671894659,0.00110567279758643,0.000046158138246656
sample_6,0.000193592622312411,0.0169748667914325,0.000086669512911751,0.982744871073343
sample_7,0.00193920118386865,0.00292941544473128,0.995127178812994,0.000004204558406324
sample_8,0.0000480348532049326,0.00495260615127227,0.000047268627967799,0.994952090367555
sample_9,0.00781311340258265,0.991177505793736,0.000832022787008635,0.00017735801667293
sample_10,0.0894713333678245,0.902183055407004,0.00832613634500048,0.0000194748801709138
sample_11,0.994303838123118,0.00356712257470376,0.00212883343579297,0.000000205866384794444
sample_12,0.0000400587075657659,0.00361956588494408,0.0000354906219858242,0.996304884785504
sample_13,0.000028733875498065,0.00260633888877627,0.0000234478758687246,0.997341479359857
sample_14,0.0039931539077996,0.994508925470057,0.000886162558738385,0.00061175806340501
sample_15,0.162050054995338,0.0831391465740244,0.754801037222789,0.00000976120784950137
sample_16,0.0125869513847143,0.932482218091544,0.0541329445105723,0.000797886013169154
sample_17,0.00400897658336164,0.00191913086153658,0.99407019379584,0.00000169875926206881
sample_18,0.0247571907475145,0.972823133022514,0.00239377101568273,0.0000259052142891409
sample_19,0.977778864763498,0.00695306765574172,0.0152675697848186,0.000000497795941145849
sample_20,0.0121622888787539,0.985905659755776,0.00189183683628658,0.0000402145291835759
sample_21,0.0000274204911456382,0.00294004695299625,0.0000239338602518394,0.997008598695606
sample_22,0.992023772467163,0.00565948602412276,0.00231649720444105,0.000000244304273216547
sample_23,0.415237101085055,0.579916980087651,0.00483533682321404,0.0000105820040806849
sample_24,0.00356583654072918,0.0112306973157041,0.98519186944578,0.0000115966977869337
sample_25,0.0036798619491132,0.9948492662188,0.00101581063756328,0.000455061194522978
sample_26,0.00203344737564537,0.00273532301320779,0.995228602910551,0.00000262670059602776
sample_27,0.00347217596205567,0.00212080553578949,0.994405729189125,0.00000128931303009843
sample_28,0.96588042996701,0.00964690340078932,0.0244719826690491,0.000000683963151463067
sample_29,0.97688977203625,0.00684065412167378,0.0162690641927998,0.000000509649276125602
sample_30,0.990999865526179,0.00738892300545843,0.00161093903329003,0.000000272435072950189
sample_31,0.00876777633235213,0.987471392209813,0.0036800388796345,0.0000807925782008088
sample_32,0.011055726064762,0.967152233773901,0.021487632108977,0.000304408052360302
sample_33,0.0505216611267157,0.76322865085278,0.186137319987165,0.000112368033338613
sample_34,0.00403658704859328,0.00518888088991858,0.990771677238205,0.00000285482328355962
sample_35,0.000167797056535561,0.014949437329915,0.0000765829631770274,0.984806182650372
sample_36,0.000021754465289602,0.0020194512052907,0.0000162849245445947,0.997942509404875
sample_37,0.00597377319445204,0.992938333845316,0.00098134554302691,0.000106547417204916
sample_38,0.889054713880572,0.107980160270135,0.00296269949452237,0.00000242635477137369
sample_39,0.994428534323409,0.00391592508177446,0.00165534416962424,0.000000196425192373433
sample_40,0.00377074794228875,0.00187189068806495,0.9943557218156,0.0000016395540461466
sample_41,0.00206668311437271,0.00219580727791257,0.995735517084697,0.00000199252301774566
sample_42,0.0629663404697705,0.910539722387593,0.0264569171897394,0.0000370199528969432
sample_43,0.00429963347543886,0.0158251713304255,0.979859046793648,0.0000161484004877478
sample_44,0.0109488624530564,0.987997677765492,0.000992846179172891,0.0000606136022783288
sample_45,0.994408473269669,0.00419031228988503,0.00140100988767554,0.000000204552769953552
sample_46,0.0100582105361347,0.988851166023593,0.00103230015462936,0.0000583232856434343
sample_47,0.891696129886994,0.064336371396053,0.0439647849354661,0.00000271378148674212
sample_48,0.949153379220346,0.0158622353233,0.0349833809992933,0.00000100445706101338
sample_49,0.00465807067964843,0.00373848871187782,0.991601645830804,0.00000179477767004144
sample_50,0.0000258268233903483,0.00230574991631556,0.0000199001722033212,0.997648523088091
sample_51,0.00211522835257907,0.00309432848196972,0.994785287839701,0.00000515532575017023
sample_52,0.903345497095198,0.0727643027311372,0.0238877224930668,0.00000247768059765293
