id,breed_1,breed_2,breed_3,breed_4
sample_1,0.000343692539417431,0.00035015522030983,0.994473511682235,0.0048326405580375
sample_2,0.0000522398280983675,0.0000386707207206535,0.999246544459442,0.000662544991739509
sample_3,0.00101408687610698,0.000323079825763189,0.980621154644807,0.0180416786533231
sample_4,0.00210677933724512,0.0000617676380483502,0.897390530860521,0.100440922164185
sample_5,0.00140531807793176,0.997661040113349,0.000102720703525862,0.000830921105193797
sample_6,0.0273288458810683,0.000000933949249751405,0.000307504133889044,0.972362716035793
sample_7,0.0195558350478309,0.0325881304291462,0.828351054552895,0.119504979970128
sample_8,0.000390740759657294,0.0000000607702874289935,0.000482215649640742,0.999126982820414
sample_9,0.00897936084273785,0.983309208809821,0.00171406783743183,0.00599736251000925
sample_10,0.12529899324072,0.804175923258902,0.0110380454692002,0.0594870380311781
sample_11,0.990886451997567,0.0000102345711483431,0.0000140900271051659,0.00908922340417904
sample_12,0.000177544598391696,0.000000110690584357065,0.00903351768912493,0.990788827021899
sample_13,0.000201536068800578,0.000000150585841452519,0.0155230726065928,0.984275240738765
sample_14,0.00116203315617696,0.985627050341652,0.00972062519430082,0.00349029130786981
sample_15,0.0170711887688025,0.00187363174025676,0.761716711521169,0.219338467969771
sample_16,0.000640408621524557,0.0583868500767791,0.935867430096212,0.00510531120548471
sample_17,0.000792711456911694,0.00000625227337424338,0.845866613133619,0.153334423136095
sample_18,0.013232340433738,0.971133477332678,0.00443547610858306,0.0111987061250007
sample_19,0.245014204205282,0.0000256063913787645,0.00153516036550386,0.753425029037835
sample_20,0.00922742081092924,0.965123522485959,0.0120762111717029,0.013572845531409
sample_21,0.000519336374135142,0.0000000922918613471943,0.000770031941167449,0.998710539392836
sample_22,0.994819738380661,0.0000669724638331885,0.000016545211929328,0.00509674394357617
sample_23,0.393724948657692,0.572754027120794,0.00145245630441592,0.032068567917098
sample_24,0.00703672959353041,0.0000203260153283204,0.177860544538969,0.815082399852172
sample_25,0.000179416659689852,0.989500504872512,0.00914577543950328,0.00117430302829495
sample_26,0.000052398982589134,0.00000637248814186953,0.998775714563258,0.00116551396601071
sample_27,0.0000957034137510369,0.00000603853420199548,0.995943133262065,0.00395512478998192
sample_28,0.400468687596001,0.0000665063029306451,0.00189642317305661,0.597568382928012
sample_29,0.305017943733794,0.0000246789957682927,0.00118782478387871,0.693769552486559
sample_30,0.995447957563924,0.000141921728638604,0.0000181873998270843,0.00439193330761038
sample_31,0.000162949417734918,0.99770251719525,0.00146255181927602,0.000671981567738846
sample_32,0.000176531465731691,0.010189923016073,0.988161880365647,0.00147166515254839
sample_33,0.0000714368988656906,0.000356513477402763,0.998918827683692,0.000653221940039777
sample_34,0.000120073201344698,0.000254918850428255,0.998208596062798,0.0014164118854295
sample_35,0.0369423183334384,0.00000119728566625982,0.000327231187164668,0.962729253193731
sample_36,0.000226089133069186,0.000000202965408520915,0.0266758131693204,0.973097894732202
sample_37,0.000246809262174906,0.999110817171696,0.000138886162919249,0.000503487403210129
sample_38,0.759472727375527,0.22323530541221,0.000390125708366118,0.0169018415038969
sample_39,0.997504240235349,0.00000850279688309829,0.00000499490903246021,0.00248226205873517
sample_40,0.000795042207849443,0.00000628851826961449,0.846056720467506,0.153141948806375
sample_41,0.000058856037060384,0.00000491106439798811,0.998236630598755,0.00169960229978608
sample_42,0.142425648963137,0.635521305594322,0.0676629740105003,0.154390071432041
sample_43,0.00715102137617304,0.0000138012067800375,0.0948096206120275,0.89802555680502
sample_44,0.000389663704282631,0.998923965961407,0.000116703926904221,0.000569666407406628
sample_45,0.99929568340665,0.00000724887407225059,0.00000195942981087249,0.000695108289466818
sample_46,0.000382208471830087,0.998972507442628,0.000124098839777131,0.000521185245764871
sample_47,0.579465953257192,0.0281029078385374,0.0256044641859815,0.366826674718289
sample_48,0.408576250226027,0.000222699434768996,0.00446749552007678,0.586733554819127
sample_49,0.000068909729750435,0.000044565770309974,0.998875414137469,0.00101111036247063
sample_50,0.000148999674283433,0.00000011422799478488,0.014189604325043,0.985661281772679
sample_51,0.040300654941901,0.0967752011095314,0.684259384856876,0.178664759091692
sample_52,0.790722983863904,0.014292056665715,0.0056698853548439,0.189315074115537
sample_53,0.000489143091088735,0.0000587045271446152,0.985348275349253,0.0141038770325134
sample_54,0.999394484106149,0.0000340810731654044,0.00000229288758459519,0.00056914193310091
sample_55,0.99925425779812,0.0000523852365956324,0.00000293129364216102,0.000690425671641996
sample_56,0.951893433293463,0.0000239304010525919,0.0000749002818553437,0.048007736023629
sample_57,0.999403789658161,0.0000257357912159497,0.00000215037167451944,0.000568324178948253
sample_58,0.822689847041564,0.166542211104491,0.000204191573904584,0.0105637502800399
sample_59,0.979977461467118,0.00750981634225921,0.000142310488383384,0.012370411702239
sample_60,0.0676967653447799,0.881282840844146,0.0102629129044836,0.0407574809065904
sample_61,0.997354550780392,0.00000668479731834763,0.00000495625262538671,0.0026338081696646
