id,breed_1,breed_2,breed_3,breed_4
sample_1,0.00558447832862858,0.00612059226369328,0.988294928351426,0.00000000105625231186763
sample_2,0.00217997399081722,0.0404721645801028,0.95734785880377,0.00000000262530982182476
sample_3,0.0229872616737341,0.0084137701404235,0.968598965929889,0.00000000225595288687969
sample_4,0.0482422027545285,0.00421568623173879,0.947542108819919,0.00000000219381418675481
sample_5,0.000828642277797191,0.989577905277243,0.00959342286784227,0.0000000295771173877101
sample_6,0.00000925682115169079,0.000101178711616568,0.00000139250742073832,0.999888171959811
sample_7,0.00042196950601431,0.000593725436130253,0.99898430490914,0.00000000014871552498691
sample_8,0.00000723946679106121,0.000159653724585905,0.00000141762433353184,0.99983168918429
sample_9,0.000537360994898534,0.9961819882163,0.00328058470411796,0.0000000660846838045563
sample_10,0.00086841727870662,0.996860746277161,0.00227079564230572,0.0000000408018269401594
sample_11,0.999476150252425,0.000188167602843942,0.000335654439070186,0.0000000277056612542321
sample_12,0.0000205283430959937,0.00051756619909269,0.00000440851304828036,0.999457496944763
sample_13,0.0000427298824583278,0.000514711882485386,0.00000502954807572924,0.999437528686981
sample_14,0.00109080689082157,0.99826477900802,0.000638333066744741,0.00000608103441368133
sample_15,0.0444239598632832,0.560524968650207,0.395051032024954,0.0000000394615559326612
sample_16,0.000500649561776411,0.996454392289337,0.00304491435413938,0.0000000437947477711509
sample_17,0.00077289391239086,0.000343205853258495,0.998883900060333,0.000000000174017876688217
sample_18,0.00103356752825912,0.984050385592296,0.0149160204965685,0.0000000263828757912695
sample_19,0.999505822950196,0.000170549414891524,0.000323603795046849,0.0000000238398660502858
sample_20,0.000930786742395779,0.98823442602499,0.0108347631908963,0.0000000240417178857818
sample_21,0.00000270684903442417,0.0000517388667927363,0.000000463318338298726,0.999945090965835
sample_22,0.951334000156556,0.00207517316462799,0.0465908207533466,0.00000000592546899458738
sample_23,0.998878175844376,0.000441019750717983,0.000680785975605885,0.0000000184292998241369
sample_24,0.000757825290671581,0.000421026229472601,0.998821148330745,0.000000000149110645524746
sample_25,0.00040620848414589,0.997999853561682,0.00159388541383021,0.0000000525403423531857
sample_26,0.000435033878611487,0.00173766791422554,0.997827297903433,0.000000000303729538720269
sample_27,0.000749886220154368,0.000504201118634908,0.998745912506569,0.000000000154641487095476
sample_28,0.972834895557146,0.00216183395778545,0.025003263553557,0.00000000693151145121444
sample_29,0.998339447184729,0.000887652574288729,0.000772822684147375,0.0000000775568345787326
sample_30,0.995673926534357,0.00150705037951272,0.00281900641994611,0.0000000166661838833166
sample_31,0.00665394845005111,0.99060697503239,0.00273846850605331,0.000000608011505768476
sample_32,0.00118061311696567,0.986496930002182,0.0123224356881551,0.0000000211926973009956
sample_33,0.013871978859751,0.811079804497773,0.17504818592906,0.0000000307134167317994
sample_34,0.00256549709504762,0.0169320423237503,0.98050245912694,0.00000000145426260548939
sample_35,0.00000657847209408851,0.0000690250062694228,0.000000829756641172518,0.999923566764995
sample_36,0.0000199849465591315,0.000167677801769267,0.00000257592185146452,0.99980976132982
sample_37,0.000391237724210999,0.998769271475568,0.000839231007142322,0.00000025979307870076
sample_38,0.999550496310223,0.000142454086768815,0.000307034258611124,0.0000000153443968298945
sample_39,0.999616832781718,0.000101881039319268,0.000281276241970207,0.00000000993699277733685
sample_40,0.000663688407909005,0.000344733473643473,0.998991577958078,0.000000000160369043180474
sample_41,0.000428868495259464,0.000444337780187302,0.99912679358675,0.000000000137803254776825
sample_42,0.000552784292783296,0.996020228202024,0.00342695669232428,0.0000000308128687649772
sample_43,0.000525490162879682,0.000423206175096981,0.999051303525888,0.000000000136134944759061
sample_44,0.000749506682849472,0.991437883410307,0.00781257438501501,0.0000000355218284478788
sample_45,0.999642793618191,0.0000781594685878538,0.000279040441694273,0.00000000647152734351031
sample_46,0.000425787575160093,0.998853927347511,0.000720144908067051,0.000000140169262033867
sample_47,0.997972152723703,0.000306477261576508,0.0017213663821977,0.00000000363252285829682
sample_48,0.999573568424149,0.0000826156456659982,0.000343812164855346,0.00000000376533020826757
sample_49,0.000885940153116875,0.00376538902671902,0.995348670361148,0.000000000459015640197691
sample_50,0.0000407211669930346,0.00037943449760671,0.00000446080035630803,0.999575383535044
sample_51,0.000873362565517947,0.00118690402360053,0.997939733176999,0.000000000233883001397054
sample_52,0.999578509575414,0.0000614847364571388,0.000360002581979303,0.00000000310614982665793
sample_53,0.998556938978021,0.0000935133126724406,0.00134954562462827,0.00000000208467805391049
sample_54,0.999293964883395,0.000154786803059489,0.000551243909141043,0.00000000440440425012472
sample_55,0.999600655027585,0.0000687409590815857,0.000330597767211646,0.00000000624612173073835
sample_56,0.998789859770435,0.000625652284009222,0.000584382144848281,0.000000105800706904081
sample_57,0.999474320541989,0.000113444224726207,0.000412230975316602,0.00000000425796763440762
sample_58,0.991907847573481,0.000336076621151132,0.00775607329170033,0.00000000251366716568472
sample_59,0.999275251062886,0.000143537780749265,0.000581207407353021,0.00000000374901160111482
sample_60,0.000499689780503379,0.998924216923355,0.000575203359151487,0.000000889936990226884
sample_61,0.999481358780986,0.000168098656397555,0.000350529941226382,0.0000000126213898622041
sample_62,0.999499048239545,0.000174355014280137,0.000326570612912152,0.0000000261332623751799
sample_63,0.996622825774394,0.000265989699887535,0.00311118205433625,0.00000000247138255626182
sample_64,0.0000418529413023486,0.000431401819245304,0.00000469711344873088,0.999522048126004
sample_65,0.999617560793209,0.000101637318577655,0.000280790550099705,0.0000000113381132276833
sample_66,0.99892949246018,0.000247861897155995,0.000822640403805603,0.00000000523885873744855
sample_67,0.000783618960924158,0.990653669688304,0.00856267407917024,0.000000037271601933262
sample_68,0.00000231918944051944,0.0000400219839345199,0.000000390768618025874,0.999957268058007
sample_69,0.998731761405207,0.000322173682831288,0.000946058484812337,0.0000000064271487959253
sample_70,0.00528256175360837,0.992166392979705,0.00255059642234971,0.00000044884433743968
sample_71,0.00778195862536346,0.000810711409140124,0.99140732945397,0.000000000511526678791581
sample_72,0.998946345564725,0.0000819124462238508,0.000971740006986269,0.00000000198206461100148
sample_73,0.000520462416259729,0.00177521701123993,0.997704320295236,0.00000000027726484377714
sample_74,0.999581433301559,0.000107901618807268,0.000310658083433639,0.00000000699619943615244
sample_75,0.00485598113814215,0.990746274108247,0.0043976128664744,0.000000131887136433165
sample_76,0.0013078544562626,0.00117567936071064,0.997516465919049,0.000000000263977876122772
sample_77,0.00522278056714577,0.000805549610636174,0.993971669411014,0.000000000411203960391445
sample_78,0.00111280981092755,0.998170352167921,0.000715786422458289,0.00000105159869356229
sample_79,0.994138052351489,0.000297410830897668,0.00556453441819708,0.00000000239941644618921
sample_80,0.9985441210187,0.000109410986734883,0.00134646613220639,0.00000000186235837554595
sample_81,0.000729963822429733,0.998240360963709,0.00102956939127655,0.00000010582258529459
sample_82,0.998051864535659,0.000250436256232768,0.00169769620991427,0.00000000299819383304038
sample_83,0.00767967696012094,0.0132299426885002,0.979090378521237,0.00000000183014199155067
sample_84,0.998644962492666,0.000386149949461734,0.000968879445084,0.00000000811278857366734
sample_85,0.00117770546864061,0.998154221531239,0.000658993820131247,0.0000090791799890208
sample_86,0.000714046396449419,0.998661474590375,0.00062012094056241,0.00000435807261348
sample_87,0.999567077276748,0.000130674751556446,0.000302235497113812,0.0000000124745813809382
sample_88,0.00864039142653807,0.988439665414797,0.00291901884388083,0.000000924314784518679
sample_89,0.000990644217665989,0.000384580639522144,0.998624774977115,0.000000000165696523926076
sample_90,0.00174815369634205,0.000549622395909832,0.997702223686628,0.0000000002211199268155
sample_91,0.00362549930552637,0.000614287894194974,0.995760212475478,0.000000000324800836257847
sample_92,0.0000023823077581768,0.0000419870030021947,0.000000404187144497518,0.999955226502095
sample_93,0.999564523216409,0.000135550603532379,0.000299909246501829,0.0000000169335572431502
sample_94,0.999129646413244,0.000191128662266987,0.000679220352167409,0.00000000457232202138398
sample_95,0.000935492127260678,0.00072077066496297,0.998343737018553,0.000000000189223809591681
sample_96,0.00306787554412059,0.99565094427506,0.00127977454009982,0.00000140564071947383
sample_97,0.997231978985636,0.00109272259991253,0.00167527879257681,0.0000000196218750571673
sample_98,0.999560764602951,0.000135759658119319,0.000303455552744465,0.0000000201861850749621
sample_99,0.999335440440559,0.000139881572516093,0.00052467390214122,0.00000000408478340444385
sample_100,0.999435645830214,0.000207917390509494,0.00035641379644746,0.0000000229828293044737
sample_101,0.00383285726281785,0.989891843352659,0.00627523456830262,0.0000000648162210975142
sample_102,0.000511891099560034,0.998802167916138,0.000684674871904605,0.00000126611239739353
sample_103,0.989560842043974,0.000569886329549126,0.00986926840175646,0.00000000322472041049907
sample_104,0.0180887595872356,0.000883219202535242,0.981028020275963,0.000000000934265905761654
sample_105,0.989340666357764,0.000672901650255649,0.00998642839601865,0.00000000359596167727264
sample_106,0.000502382551204259,0.998293318653646,0.00120424241478394,0.000000056380365227395
sample_107,0.0036028054570722,0.992937362384489,0.00345970727263913,0.00000012488580018487
sample_108,0.00209075868184044,0.0173150349267629,0.980594204978166,0.00000000141323088614633
sample_109,0.000422091216519515,0.997905792398967,0.00167202269691972,0.0000000936875937497636
sample_110,0.000370920062571083,0.000982703815226701,0.998646375887254,0.000000000234948539594985
sample_111,0.0025511849661458,0.99626804685411,0.00117964061350888,0.00000112756623568451
sample_112,0.970856009495875,0.00222938376373734,0.0269145997773812,0.00000000696300625404206
sample_113,0.00128866621274285,0.0187506367631315,0.979960695469408,0.00000000155471747237894
sample_114,0.00164091613830771,0.000392356207742847,0.997966727434288,0.000000000219661515046303
sample_115,0.971170067196731,0.00713802189936145,0.0216918896634129,0.000000021240494735588
sample_116,0.000446140648311251,0.000420064579982212,0.999133794605512,0.000000000166194182516031
